subscription_id,account_id,start_date,end_date,plan_tier_x,seats_x,mrr_amount,arr_amount,is_trial_x,upgrade_flag,downgrade_flag,churn_flag_x,billing_frequency,auto_renew_flag,still_active,account_name,industry,country,signup_date,referral_source,plan_tier_y,seats_y,is_trial_y,churn_flag_y,total_usage_count,avg_usage_duration_secs,total_error_count,unique_features_used,churn_event_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text,total_tickets,avg_resolution_time_hours
S-084e4f,A-054577,2024-11-22,2099-01-01,Basic,25,475,5700,False,False,False,False,annual,False,True,Company_455,EdTech,UK,2024-04-28,ads,Basic,2,False,False,66.0,2386.4285714285716,4.0,7.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,1.0,46.0
S-febd10,A-e61e98,2024-01-05,2099-01-01,Pro,32,0,0,True,False,False,False,annual,True,True,Company_115,FinTech,US,2023-10-20,partner,Enterprise,19,False,True,68.0,3847.3333333333335,2.0,6.0,C-53546c,2024-10-19,features,0.0,False,True,False,switched to competitor,6.0,30.333333333333332
S-25a969,A-c9bb3e,2024-06-02,2099-01-01,Basic,15,285,3420,False,False,False,False,annual,True,True,Company_336,EdTech,US,2024-03-24,ads,Pro,5,False,False,71.0,4061.1666666666665,2.0,6.0,C-f8d15f,2024-10-03,unknown,0.0,False,False,False,NaN,7.0,27.714285714285715
S-5d299e,A-560d27,2024-10-25,2099-01-01,Enterprise,23,4577,54924,False,False,False,False,monthly,True,True,Company_266,DevTools,US,2024-05-05,organic,Pro,23,False,False,51.0,5014.2,0.0,5.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,4.0,30.75
S-5a1fc3,A-05d3b3,2024-01-29,2099-01-01,Enterprise,13,2587,31044,False,False,False,False,monthly,True,True,Company_213,DevTools,AU,2023-05-28,ads,Basic,9,True,False,28.0,3704.3333333333335,3.0,3.0,C-8f8593,2024-09-09,unknown,0.0,False,False,False,switched to competitor,6.0,31.5
S-af854c,A-cab532,2024-02-16,2099-01-01,Enterprise,58,0,0,True,False,False,False,annual,True,True,Company_218,DevTools,FR,2023-04-03,organic,Pro,11,True,False,90.0,4457.857142857143,5.0,7.0,C-d2077d,2024-07-10,support,0.0,True,False,False,too expensive,1.0,32.0
S-70b1cf,A-4ae22a,2024-09-24,2099-01-01,Basic,28,532,6384,False,False,False,False,monthly,True,True,Company_229,EdTech,US,2024-05-09,other,Pro,6,False,True,33.0,3920.0,0.0,3.0,C-b6997d,2024-07-20,pricing,0.0,False,False,False,NaN,3.0,14.333333333333334
S-feaca1,A-2ebb4b,2023-10-03,2099-01-01,Enterprise,65,12935,155220,False,False,False,False,monthly,True,True,Company_334,HealthTech,US,2023-05-15,ads,Basic,41,False,False,30.0,3248.0,0.0,3.0,C-06b32c,2023-08-19,pricing,0.0,False,False,False,missing features,2.0,43.5
S-f1aa04,A-7f4db3,2023-07-24,2099-01-01,Pro,7,343,4116,False,False,False,False,monthly,True,True,Company_441,FinTech,US,2023-03-05,other,Pro,4,False,False,85.0,2608.5,9.0,9.0,C-ced436,2023-03-21,support,0.0,True,False,False,missing features,5.0,16.6
S-ca0eb1,A-6e08f3,2023-07-25,2099-01-01,Enterprise,24,0,0,True,False,False,False,monthly,True,True,Company_220,Cybersecurity,US,2023-02-27,event,Basic,8,False,False,94.0,2804.4,4.0,6.0,C-f518d9,2024-02-10,competitor,0.0,False,False,True,NaN,2.0,36.5
S-a4b1af,A-17939a,2024-12-26,2099-01-01,Enterprise,13,2587,31044,False,False,False,False,monthly,True,True,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,False,False,42.0,3314.0,2.0,3.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,7.0,38.0
S-b15faf,A-3a5ad8,2024-05-15,2099-01-01,Basic,95,1805,21660,False,False,False,False,monthly,True,True,Company_94,HealthTech,US,2023-12-05,organic,Enterprise,9,True,False,40.0,1012.2,0.0,5.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,4.0,44.75
S-108282,A-49b828,2024-03-26,2099-01-01,Pro,30,1470,17640,False,False,False,False,annual,True,True,Company_391,FinTech,IN,2023-05-05,ads,Pro,6,False,False,78.0,2735.8571428571427,11.0,7.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,3.0,13.666666666666666
S-9b623b,A-712426,2024-12-08,2099-01-01,Enterprise,13,2587,31044,False,False,False,False,annual,True,True,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,False,False,89.0,5808.714285714285,3.0,6.0,C-af7968,2024-11-21,pricing,0.0,True,False,False,missing features,6.0,37.333333333333336
S-b28ec2,A-ee42db,2023-11-03,2099-01-01,Basic,33,627,7524,False,False,False,False,monthly,False,True,Company_77,EdTech,DE,2023-04-25,ads,Enterprise,13,False,False,40.0,3986.75,3.0,4.0,C-a6aa23,2023-10-13,support,0.0,False,True,False,missing features,4.0,33.75
S-d1ef4d,A-3a5ad8,2023-12-18,2099-01-01,Enterprise,9,0,0,True,False,False,False,annual,True,True,Company_94,HealthTech,US,2023-12-05,organic,Enterprise,9,True,False,31.0,2495.6666666666665,0.0,3.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,4.0,44.75
S-c4a98e,A-ced9aa,2024-12-16,2099-01-01,Enterprise,5,995,11940,False,False,False,False,monthly,True,True,Company_310,DevTools,US,2024-10-05,other,Enterprise,3,False,False,48.0,1512.5,2.0,5.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,7.0,28.857142857142858
S-bff8c5,A-202b67,2024-07-18,2099-01-01,Basic,11,209,2508,False,False,False,False,monthly,True,True,Company_305,HealthTech,US,2024-03-22,organic,Pro,11,False,False,58.0,1444.5,4.0,6.0,C-f918d7,2024-03-30,features,69.59,False,False,False,NaN,4.0,36.75
S-3401bf,A-1619f8,2024-06-09,2099-01-01,Enterprise,55,10945,131340,False,False,False,False,annual,True,True,Company_183,DevTools,US,2024-05-20,organic,Pro,29,False,False,31.0,2178.0,2.0,3.0,C-f78dc9,2024-09-21,budget,0.0,False,False,False,NaN,3.0,42.0
S-a583df,A-84ebe4,2024-08-07,2099-01-01,Enterprise,45,8955,107460,False,False,False,False,annual,True,True,Company_68,FinTech,US,2023-03-12,ads,Pro,18,True,True,84.0,2986.5,5.0,8.0,C-2bf465,2024-01-20,support,0.0,False,False,False,missing features,4.0,29.5
S-f80617,A-d4ac0e,2024-10-28,2024-12-16,Basic,18,342,4104,False,False,False,True,annual,True,False,Company_364,DevTools,UK,2024-04-20,ads,Basic,18,False,False,22.0,3143.5,3.0,2.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,4.0,21.0
S-e7e013,A-241e75,2024-08-07,2099-01-01,Basic,18,342,4104,False,False,False,False,monthly,False,True,Company_242,EdTech,US,2024-07-03,partner,Enterprise,3,False,False,85.0,3442.8888888888887,13.0,7.0,C-95a18e,2024-12-19,features,0.0,True,False,False,switched to competitor,4.0,31.5
S-4d2392,A-e61e98,2023-11-05,2099-01-01,Pro,19,931,11172,False,True,False,False,monthly,False,True,Company_115,FinTech,US,2023-10-20,partner,Enterprise,19,False,True,50.0,2855.2,2.0,5.0,C-53546c,2024-10-19,features,0.0,False,True,False,switched to competitor,6.0,30.333333333333332
S-f6b264,A-4a4c2d,2024-02-02,2099-01-01,Pro,54,2646,31752,False,False,False,False,monthly,False,True,Company_473,DevTools,US,2023-05-02,event,Enterprise,54,False,False,103.0,3439.4,0.0,9.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,5.0,42.0
S-c8fd93,A-0354fe,2024-11-16,2024-11-20,Basic,34,646,7752,False,True,False,True,monthly,True,False,Company_380,Cybersecurity,US,2024-10-22,other,Basic,34,False,False,35.0,3254.0,1.0,4.0,C-ffc2b8,2024-11-15,unknown,0.0,False,False,False,switched to competitor,4.0,20.0
S-f60667,A-b7ef83,2024-09-18,2099-01-01,Enterprise,5,995,11940,False,True,False,False,annual,True,True,Company_474,Cybersecurity,UK,2024-05-29,partner,Pro,1,True,False,76.0,2845.8333333333335,2.0,4.0,C-cd8fba,2024-06-01,unknown,0.0,False,False,True,too expensive,2.0,47.5
S-8e602b,A-a33200,2024-10-26,2099-01-01,Pro,29,1421,17052,False,False,False,False,monthly,False,True,Company_352,HealthTech,US,2024-09-15,partner,Basic,29,False,False,49.0,2848.25,0.0,4.0,C-ef9abf,2024-10-07,features,21.61,True,False,False,too expensive,3.0,36.333333333333336
S-2ba4ee,A-cab532,2024-05-21,2099-01-01,Basic,20,0,0,True,False,False,False,annual,True,True,Company_218,DevTools,FR,2023-04-03,organic,Pro,11,True,False,102.0,3240.7,8.0,9.0,C-d2077d,2024-07-10,support,0.0,True,False,False,too expensive,1.0,32.0
S-ed75af,A-1f0636,2024-06-09,2099-01-01,Pro,105,5145,61740,False,True,False,False,monthly,True,True,Company_368,EdTech,AU,2024-01-01,partner,Pro,105,False,False,121.0,3301.0833333333335,10.0,10.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,2.0,38.5
S-214d98,A-560d27,2024-06-01,2099-01-01,Pro,23,1127,13524,False,False,False,False,annual,False,True,Company_266,DevTools,US,2024-05-05,organic,Pro,23,False,False,71.0,2335.0,4.0,5.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,4.0,30.75
S-343642,A-3cc791,2024-01-31,2099-01-01,Basic,25,0,0,True,False,False,False,annual,False,True,Company_423,EdTech,US,2024-01-10,other,Enterprise,6,False,False,62.0,3305.5714285714284,2.0,5.0,C-a41660,2024-10-09,features,0.0,False,False,True,NaN,6.0,48.333333333333336
S-f5c7b2,A-f44180,2023-03-25,2099-01-01,Enterprise,9,1791,21492,False,False,False,False,annual,True,True,Company_376,Cybersecurity,UK,2023-02-13,event,Pro,9,False,False,7.0,1288.0,0.0,1.0,C-992f28,2023-04-29,competitor,38.15,False,False,False,too expensive,2.0,46.5
S-33df6f,A-0baac2,2024-12-11,2024-12-12,Enterprise,14,2786,33432,False,False,False,True,monthly,True,False,Company_264,FinTech,DE,2024-05-30,organic,Enterprise,14,False,True,36.0,2515.0,1.0,4.0,C-38ef8e,2024-09-30,pricing,0.0,False,False,False,too expensive,6.0,43.5
S-9225ac,A-eafc6e,2024-09-28,2099-01-01,Pro,31,0,0,True,False,False,False,annual,True,True,Company_149,DevTools,US,2023-07-06,partner,Pro,27,False,True,55.0,3729.4,0.0,4.0,C-f68651,2024-12-12,unknown,0.0,False,False,False,NaN,1.0,64.0
S-a332ba,A-69b156,2024-04-15,2024-07-09,Pro,7,343,4116,False,False,False,True,annual,False,False,Company_396,EdTech,US,2023-11-21,other,Pro,7,False,True,48.0,3602.5,2.0,3.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,7.0,32.0
S-c2168a,A-37f969,2024-08-22,2099-01-01,Basic,30,570,6840,False,False,False,False,monthly,True,True,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,False,False,54.0,2467.1666666666665,6.0,6.0,C-ca1941,2024-11-03,pricing,0.0,False,False,False,too expensive,5.0,22.2
S-31090f,A-328bd0,2024-08-20,2099-01-01,Basic,18,342,4104,False,False,False,False,monthly,False,True,Company_237,HealthTech,AU,2023-05-16,partner,Enterprise,18,False,False,13.0,1068.5,3.0,2.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,5.0,46.0
S-f316d5,A-f25509,2024-12-26,2099-01-01,Basic,57,1083,12996,False,False,True,False,annual,True,True,Company_92,EdTech,US,2024-03-22,other,Enterprise,32,False,False,27.0,3336.3333333333335,1.0,2.0,C-8ae2f5,2024-05-17,features,0.0,False,False,True,NaN,6.0,42.666666666666664
S-6d0817,A-fa2041,2024-08-19,2099-01-01,Pro,21,1029,12348,False,False,False,False,monthly,True,True,Company_211,HealthTech,US,2024-05-29,organic,Pro,15,True,False,43.0,3133.2,4.0,4.0,C-21efb6,2024-07-13,competitor,0.0,False,False,False,switched to competitor,1.0,16.0
S-b63db8,A-faa28c,2024-09-18,2099-01-01,Enterprise,48,9552,114624,False,False,False,False,monthly,False,True,Company_91,HealthTech,US,2024-01-30,organic,Enterprise,48,False,False,44.0,2285.2,1.0,4.0,C-5e0998,2024-05-24,features,0.0,False,False,False,missing features,4.0,52.25
S-cfcd07,A-4a267b,2024-08-29,2099-01-01,Basic,25,0,0,True,False,False,False,annual,True,True,Company_451,FinTech,US,2024-05-05,other,Pro,25,False,False,65.0,2003.7142857142858,8.0,6.0,C-1172fe,2024-06-17,support,64.54,False,False,False,missing features,4.0,16.25
S-c192eb,A-ff79f2,2024-10-19,2099-01-01,Enterprise,83,16517,198204,False,False,False,False,monthly,True,True,Company_165,DevTools,US,2024-04-25,ads,Basic,8,False,True,35.0,3334.75,3.0,4.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,2.0,50.0
S-bfc0f8,A-7cfe77,2024-08-10,2099-01-01,Basic,69,1311,15732,False,False,False,False,monthly,True,True,Company_367,DevTools,US,2024-07-10,ads,Pro,69,False,False,78.0,2611.5714285714284,9.0,7.0,C-ba801a,2024-09-09,unknown,0.0,False,True,False,NaN,7.0,30.714285714285715
S-90525e,A-ed510f,2024-04-21,2099-01-01,Enterprise,42,8358,100296,False,False,False,False,annual,True,True,Company_361,Cybersecurity,IN,2023-01-17,partner,Basic,42,False,False,30.0,1546.0,2.0,3.0,C-75e17f,2023-05-05,budget,0.0,False,False,False,too expensive,9.0,44.55555555555556
S-4d9bfd,A-2bc93d,2024-08-31,2099-01-01,Enterprise,14,0,0,True,False,False,False,annual,True,True,Company_43,HealthTech,US,2023-03-14,event,Basic,14,False,False,35.0,1476.75,2.0,4.0,C-9b6151,2024-08-15,competitor,99.1,False,False,True,switched to competitor,2.0,12.0
S-741431,A-6e7827,2024-08-30,2099-01-01,Enterprise,11,2189,26268,False,False,False,False,monthly,True,True,Company_372,DevTools,US,2023-03-26,other,Basic,1,False,False,21.0,2289.0,1.0,2.0,C-d0f6d8,2023-09-19,support,0.0,False,False,False,switched to competitor,2.0,51.0
S-c3660c,A-779e4e,2024-07-18,2099-01-01,Pro,5,245,2940,False,False,False,False,monthly,True,True,Company_193,HealthTech,US,2023-01-02,organic,Basic,5,False,False,12.0,6456.0,0.0,1.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,5.0,26.6
S-9a8d01,A-751c58,2024-08-30,2099-01-01,Pro,33,1617,19404,False,True,False,False,monthly,False,True,Company_393,FinTech,UK,2024-07-18,organic,Basic,15,False,False,39.0,2222.6666666666665,0.0,3.0,C-1dce6d,2024-12-16,budget,0.0,False,False,False,too expensive,5.0,39.6
S-18e3a5,A-c43359,2024-11-25,2024-11-28,Basic,38,722,8664,False,False,False,True,annual,True,False,Company_83,FinTech,US,2024-11-16,organic,Pro,38,False,False,42.0,1145.4,4.0,5.0,C-374d5d,2024-12-12,unknown,0.0,True,False,False,too expensive,3.0,26.666666666666668
S-a04ba5,A-afa505,2024-06-02,2099-01-01,Enterprise,70,13930,167160,False,False,False,False,annual,True,True,Company_157,DevTools,US,2023-12-27,partner,Basic,70,True,False,82.0,2540.6666666666665,2.0,9.0,C-2c86b1,2024-03-02,support,0.0,True,False,False,missing features,4.0,37.25
S-be601b,A-8ae05d,2024-07-07,2099-01-01,Basic,86,1634,19608,False,False,False,False,monthly,True,True,Company_147,FinTech,IN,2024-04-06,other,Enterprise,86,False,False,34.0,5930.333333333333,0.0,3.0,C-29b7f7,2024-08-30,unknown,0.0,False,False,False,missing features,1.0,47.0
S-951de6,A-ccb686,2024-05-04,2024-10-10,Basic,10,190,2280,False,False,False,True,annual,True,False,Company_491,DevTools,US,2024-01-22,other,Basic,10,False,False,69.0,2964.8571428571427,5.0,7.0,C-615769,2024-11-08,unknown,0.0,False,False,False,switched to competitor,1.0,67.0
S-665df9,A-a0ca4e,2024-10-28,2099-01-01,Pro,11,539,6468,False,False,False,False,annual,True,True,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,44.0,4575.25,0.0,4.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,6.0,39.166666666666664
S-a0f3f7,A-c37cab,2024-07-30,2099-01-01,Enterprise,21,4179,50148,False,False,False,False,annual,True,True,Company_278,Cybersecurity,UK,2024-07-29,event,Pro,13,False,False,101.0,2900.4,7.0,9.0,C-4bbb74,2024-11-16,competitor,0.0,False,False,False,missing features,4.0,33.0
S-e090ae,A-e2cd1b,2024-05-25,2099-01-01,Enterprise,15,2985,35820,False,False,False,False,annual,True,True,Company_121,DevTools,US,2024-02-04,other,Enterprise,15,False,False,69.0,2747.4285714285716,1.0,7.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,5.0,37.8
S-dad08c,A-977ca0,2024-04-14,2099-01-01,Pro,20,0,0,True,False,False,False,monthly,True,True,Company_232,HealthTech,IN,2023-02-20,partner,Basic,6,False,True,74.0,2942.5714285714284,4.0,7.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,3.0,64.0
S-053142,A-ffc04f,2024-11-06,2099-01-01,Basic,16,304,3648,False,False,False,False,monthly,True,True,Company_307,EdTech,US,2024-06-06,ads,Pro,13,False,False,60.0,3084.6666666666665,6.0,6.0,C-033d73,2024-08-03,unknown,0.0,False,False,False,NaN,7.0,17.714285714285715
S-5a6941,A-4a267b,2024-09-22,2099-01-01,Pro,25,1225,14700,False,False,False,False,monthly,True,True,Company_451,FinTech,US,2024-05-05,other,Pro,25,False,False,80.0,2177.25,1.0,7.0,C-1172fe,2024-06-17,support,64.54,False,False,False,missing features,4.0,16.25
S-856241,A-32fb14,2023-09-12,2099-01-01,Basic,26,494,5928,False,False,False,False,monthly,True,True,Company_25,DevTools,US,2023-03-07,event,Enterprise,26,False,True,57.0,4012.2,0.0,5.0,C-f51f1d,2024-04-28,competitor,0.0,False,False,False,too expensive,5.0,34.0
S-eaa2c2,A-2ebb4b,2024-05-06,2099-01-01,Basic,41,779,9348,False,False,False,False,monthly,True,True,Company_334,HealthTech,US,2023-05-15,ads,Basic,41,False,False,51.0,2611.6,3.0,5.0,C-06b32c,2023-08-19,pricing,0.0,False,False,False,missing features,2.0,43.5
S-e567db,A-716841,2024-05-14,2099-01-01,Enterprise,45,0,0,True,False,False,False,annual,True,True,Company_437,FinTech,US,2024-05-06,other,Pro,45,False,False,13.0,3238.0,0.0,2.0,C-192e1d,2024-11-13,unknown,0.0,False,False,False,too expensive,5.0,29.8
S-94fc5d,A-86902e,2023-07-30,2099-01-01,Basic,34,0,0,True,False,False,False,monthly,True,True,Company_169,HealthTech,IN,2023-05-02,other,Enterprise,34,False,False,91.0,3374.25,6.0,8.0,C-66c9fe,2024-12-07,features,0.0,False,False,False,NaN,9.0,40.888888888888886
S-474b5a,A-05d3b3,2023-11-26,2099-01-01,Basic,11,209,2508,False,False,False,False,annual,False,True,Company_213,DevTools,AU,2023-05-28,ads,Basic,9,True,False,46.0,3044.2,0.0,4.0,C-8f8593,2024-09-09,unknown,0.0,False,False,False,switched to competitor,6.0,31.5
S-bf304b,A-89ee83,2024-12-27,2099-01-01,Enterprise,18,3582,42984,False,False,False,False,monthly,True,True,Company_312,Cybersecurity,US,2024-10-04,organic,Pro,1,False,True,27.0,2018.3333333333333,1.0,3.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,5.0,21.8
S-b22602,A-b9f5b1,2024-05-04,2024-09-29,Enterprise,39,0,0,True,False,False,True,annual,True,False,Company_494,Cybersecurity,US,2023-01-24,other,Pro,15,True,False,11.0,2145.0,0.0,1.0,C-875dc5,2023-07-21,features,0.0,False,False,False,switched to competitor,6.0,31.833333333333332
S-09c11e,A-19b2c8,2023-07-12,2099-01-01,Basic,20,380,4560,False,False,False,False,annual,False,True,Company_476,DevTools,IN,2023-06-06,other,Pro,20,False,False,67.0,2630.1428571428573,4.0,6.0,C-de3fd0,2024-08-16,pricing,0.0,False,False,False,missing features,3.0,29.333333333333332
S-13d6d1,A-ff79f2,2024-07-28,2099-01-01,Pro,10,490,5880,False,False,False,False,monthly,False,True,Company_165,DevTools,US,2024-04-25,ads,Basic,8,False,True,35.0,2240.0,1.0,4.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,2.0,50.0
S-9eda4d,A-524364,2024-12-31,2099-01-01,Enterprise,3,0,0,True,False,False,False,monthly,True,True,Company_388,DevTools,FR,2024-12-31,partner,Enterprise,3,False,False,49.0,2946.4,4.0,4.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,3.0,47.666666666666664
S-779baa,A-eafc6e,2024-10-30,2099-01-01,Basic,30,0,0,True,False,False,False,monthly,True,True,Company_149,DevTools,US,2023-07-06,partner,Pro,27,False,True,51.0,3347.8333333333335,4.0,5.0,C-f68651,2024-12-12,unknown,0.0,False,False,False,NaN,1.0,64.0
S-20952f,A-d82ef9,2024-09-10,2099-01-01,Pro,26,1274,15288,False,False,False,False,annual,True,True,Company_355,EdTech,UK,2024-07-02,other,Basic,26,False,True,92.0,2362.0,10.0,8.0,C-cc90be,2024-08-06,budget,74.94,False,False,False,switched to competitor,5.0,39.8
S-d2fae0,A-2789e3,2024-10-10,2099-01-01,Enterprise,11,0,0,True,False,False,False,monthly,True,True,Company_268,FinTech,US,2024-09-14,partner,Enterprise,11,False,False,59.0,4857.4,1.0,5.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,4.0,47.25
S-0206eb,A-883b7d,2024-04-26,2099-01-01,Basic,31,589,7068,False,False,False,False,monthly,True,True,Company_313,Cybersecurity,IN,2024-03-28,other,Basic,17,False,False,65.0,2779.1428571428573,1.0,6.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,7.0,25.571428571428573
S-3bd95c,A-51ec1b,2024-11-12,2099-01-01,Enterprise,17,3383,40596,False,True,False,False,annual,True,True,Company_247,DevTools,US,2023-11-08,ads,Enterprise,7,False,False,95.0,4236.222222222223,4.0,9.0,C-76d762,2023-12-09,unknown,0.0,True,False,True,too expensive,3.0,52.333333333333336
S-88cb91,A-cab532,2024-12-16,2099-01-01,Pro,35,1715,20580,False,False,False,False,annual,True,True,Company_218,DevTools,FR,2023-04-03,organic,Pro,11,True,False,78.0,3228.0,1.0,7.0,C-d2077d,2024-07-10,support,0.0,True,False,False,too expensive,1.0,32.0
S-bb45bb,A-b07346,2024-12-22,2099-01-01,Enterprise,51,10149,121788,False,False,False,False,annual,False,True,Company_269,HealthTech,US,2024-10-10,partner,Pro,51,False,True,90.0,3311.75,7.0,8.0,C-a174be,2024-11-12,budget,0.0,False,False,False,missing features,3.0,42.333333333333336
S-5c631b,A-b7ef83,2024-07-01,2099-01-01,Enterprise,26,5174,62088,False,False,False,False,annual,False,True,Company_474,Cybersecurity,UK,2024-05-29,partner,Pro,1,True,False,33.0,2194.3333333333335,2.0,3.0,C-cd8fba,2024-06-01,unknown,0.0,False,False,True,too expensive,2.0,47.5
S-6f6fca,A-560d27,2024-11-07,2099-01-01,Enterprise,50,0,0,True,True,False,False,annual,True,True,Company_266,DevTools,US,2024-05-05,organic,Pro,23,False,False,66.0,3880.1666666666665,3.0,6.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,4.0,30.75
S-b6ab32,A-dbc825,2024-04-08,2024-08-05,Enterprise,19,3781,45372,False,False,False,True,annual,True,False,Company_252,EdTech,FR,2024-01-07,partner,Enterprise,19,False,False,8.0,4168.0,0.0,1.0,C-7e7822,2024-02-03,budget,0.0,False,False,False,NaN,6.0,49.5
S-9a6596,A-503d5a,2023-10-21,2099-01-01,Basic,49,931,11172,False,False,True,False,monthly,True,True,Company_99,FinTech,US,2023-10-21,other,Enterprise,4,False,True,71.0,3086.3333333333335,2.0,6.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,9.0,36.55555555555556
S-8e5df4,A-b3fe05,2024-11-04,2099-01-01,Basic,15,285,3420,False,False,False,False,monthly,True,True,Company_238,Cybersecurity,CA,2024-05-28,partner,Pro,8,False,False,16.0,5376.0,0.0,1.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,4.0,48.25
S-d2624d,A-4e0e85,2024-07-19,2099-01-01,Pro,6,294,3528,False,False,False,False,annual,False,True,Company_409,DevTools,US,2023-09-08,organic,Enterprise,6,False,False,14.0,1438.5,0.0,2.0,C-c93006,2023-11-16,competitor,0.0,False,True,False,too expensive,2.0,53.0
S-3c1038,A-30b4ca,2024-08-13,2099-01-01,Pro,86,0,0,True,False,False,False,monthly,True,True,Company_23,EdTech,IN,2024-05-20,organic,Basic,86,False,True,18.0,3543.0,2.0,2.0,C-dd2ad2,2024-09-01,features,0.0,False,False,False,NaN,3.0,57.666666666666664
S-ee53e8,A-1b9609,2024-09-03,2099-01-01,Basic,17,323,3876,False,False,False,False,annual,True,True,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,78.0,4236.714285714285,1.0,6.0,C-0b2d8c,2024-01-02,unknown,0.0,False,False,False,switched to competitor,4.0,43.0
S-11eef4,A-5c046d,2024-07-23,2099-01-01,Pro,93,4557,54684,False,False,False,False,annual,True,True,Company_130,EdTech,FR,2024-07-06,partner,Basic,93,False,False,51.0,3173.2,2.0,5.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,1.0,13.0
S-9a065e,A-92a3af,2024-11-24,2099-01-01,Pro,25,1225,14700,False,False,False,False,monthly,True,True,Company_259,Cybersecurity,IN,2024-07-07,organic,Enterprise,25,False,False,16.0,3748.0,4.0,2.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,4.0,57.5
S-7a2991,A-4d1e75,2024-11-14,2099-01-01,Pro,39,1911,22932,False,False,False,False,annual,True,True,Company_58,DevTools,US,2024-08-21,other,Basic,20,False,False,51.0,3431.0,0.0,5.0,C-13f833,2024-09-05,budget,0.0,False,False,False,missing features,2.0,15.0
S-ca136e,A-cb5333,2024-04-09,2099-01-01,Basic,44,836,10032,False,False,False,False,monthly,True,True,Company_370,DevTools,US,2024-03-26,ads,Pro,33,False,False,36.0,2148.0,2.0,3.0,C-4f6e40,2024-08-11,features,0.0,False,False,False,too expensive,4.0,30.75
S-52b9a9,A-86902e,2024-04-12,2099-01-01,Enterprise,34,6766,81192,False,True,False,False,annual,True,True,Company_169,HealthTech,IN,2023-05-02,other,Enterprise,34,False,False,42.0,2694.75,0.0,3.0,C-66c9fe,2024-12-07,features,0.0,False,False,False,NaN,9.0,40.888888888888886
S-712e04,A-cc98bc,2024-09-20,2099-01-01,Basic,32,0,0,True,False,False,False,monthly,True,True,Company_469,DevTools,US,2023-05-24,ads,Basic,32,False,False,100.0,2944.0,4.0,10.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,3.0,4.666666666666667
S-70e232,A-331424,2024-01-24,2099-01-01,Enterprise,11,2189,26268,False,False,False,False,annual,True,True,Company_246,DevTools,US,2023-11-06,organic,Basic,11,False,False,47.0,4030.0,1.0,4.0,C-9775db,2024-02-21,competitor,0.0,False,False,False,switched to competitor,2.0,24.5
S-04911c,A-bc87bc,2024-12-01,2024-12-15,Pro,3,0,0,True,False,False,True,annual,True,False,Company_456,FinTech,US,2024-07-17,event,Pro,3,False,False,43.0,3281.0,3.0,4.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,7.0,40.57142857142857
